"HAUL_ID","CRUISE","FOCI_GRID","LAT","LON","YEAR","POLYGONAL_AREA","POLY_AREA_Scen4p_15"
"4DY09 81 1 60BON 1","4DY09","GV169",57.2425,-155.882,2009,343.2929,993.524413494944
"4DY09 82 1 60BON 1","4DY09","GT169",57.35367,-156.08217,2009,390.5228,NA
"4DY09 83 1 60BON 1","4DY09","GT171",57.45,-155.76933,2009,327.3871,718.214560327388
"4DY09 84 1 60BON 1","4DY09","GV171",57.36383,-155.6615,2009,277.6412,NA
"4DY09 85 1 60BON 1","4DY09","GX171",57.246,-155.45616,2009,340.7891,665.80429812519
"4DY09 86 1 60BON 1","4DY09","GZ171",57.13233,-155.22884,2009,344.0388,NA
"4DY09 87 1 60BON 1","4DY09","HB171",57.01733,-155.01216,2009,333.9933,1041.36667073381
"4DY09 88 1 60BON 1","4DY09","HD171",56.90417,-154.80566,2009,359.6967,NA
"4DY09 90 1 60BON 1","4DY09","HB173",57.13817,-154.80066,2009,407.7798,NA
"4DY09 91 1 60BON 1","4DY09","GZ173",57.25283,-155.017,2009,336.7628,914.7267130342
"4DY09 92 1 60BON 1","4DY09","GX173",57.36633,-155.2285,2009,343.6401,NA
"4DY09 93 1 60BON 1","4DY09","GV173",57.47983,-155.45084,2009,310.6695,907.820898879609
"4DY09 94 1 60BON 1","4DY09","GT173",57.61767,-155.47301,2009,311.4751,NA
"4DY09 95 1 60BON 1","4DY09","GV175",57.60266,-155.24583,2009,320.4812,NA
"4DY09 96 1 60BON 1","4DY09","GX175",57.49166,-155.02184,2009,339.1203,744.12371690335
"4DY09 97 1 60BON 1","4DY09","GZ175",57.37483,-154.80583,2009,303.4477,NA
"4DY09 104 1 60BON 1","4DY09","GX177",57.60933,-154.80667,2009,380.8694,809.941789095599
"4DY09 105 1 60BON 1","4DY09","GV177",57.7205,-155.02533,2009,362.3838,NA
"4DY09 106 1 60BON 1","4DY09","GV179",57.846,-154.81616,2009,392.1935,NA
"4DY09 107 1 60BON 1","4DY09","GX179",57.73267,-154.59084,2009,422.1963,843.785910422542
"4DY09 108 1 60BON 1","4DY09","GX181",57.84983,-154.38167,2009,440.8445,966.861120491772
"4DY09 111 1 60BON 1","4DY09","GX183",57.9695,-154.15883,2009,364.7143,1502.5806537656
"3DY10 12 1 60BON 1","3DY10","HB143",55.32383,-157.892,2010,768.0726,1908.8281896
"3DY10 13 1 60BON 1","3DY10","GZ143",55.43833,-158.11517,2010,709.9641,NA
"3DY10 14 1 60BON 1","3DY10","GX143",55.55217,-158.34317,2010,713.6603,1912.59649360451
"3DY10 15 1 60BON 1","3DY10","GV143",55.66767,-158.57117,2010,787.6971,NA
"3DY10 16 1 60BON 1","3DY10","GV147",55.90883,-158.16567,2010,756.3658,NA
"3DY10 17 1 60BON 1","3DY10","GX147",55.7975,-157.95317,2010,694.1601,1653.10059327476
"3DY10 18 1 60BON 1","3DY10","GZ147",55.68267,-157.722,2010,713.0845,NA
"3DY10 19 1 60BON 1","3DY10","HB147",55.56467,-157.4935,2010,703.1344,1407.00135733874
"3DY10 20 1 60BON 1","3DY10","HD147",55.453,-157.27184,2010,734.3392,NA
"3DY10 21 1 60BON 1","3DY10","HF147",55.33717,-157.05267,2010,609.0981,1907.63925508427
"3DY10 22 1 60BON 1","3DY10","HH151",55.46167,-156.42217,2010,468.6871,NA
"3DY10 23 1 60BON 1","3DY10","HF151",55.57683,-156.63983,2010,525.808,1137.02341050052
"3DY10 24 1 60BON 1","3DY10","HD151",55.69117,-156.86549,2010,527.336,NA
"3DY10 25 1 60BON 1","3DY10","HB151",55.80433,-157.091,2010,532.1396,1059.60921283791
"3DY10 26 1 60BON 1","3DY10","GZ151",55.91967,-157.31599,2010,521.1212,NA
"3DY10 27 1 60BON 1","3DY10","GX151",56.03183,-157.52699,2010,518.9031,1053.39661543296
"3DY10 28 1 60BON 1","3DY10","GV151",56.148,-157.7515,2010,527.9876,NA
"3DY10 29 1 60BON 1","3DY10","GT151",56.26233,-157.97484,2010,464.3864,1547.08989328284
"3DY10 30 1 60BON 1","3DY10","GT153",56.3875,-157.77533,2010,325.3815,NA
"3DY10 31 1 60BON 1","3DY10","GV153",56.2715,-157.54683,2010,353.8842,698.763038710127
"3DY10 32 1 60BON 1","3DY10","GX153",56.15667,-157.32651,2010,351.405,NA
"3DY10 33 1 60BON 1","3DY10","GZ153",56.04217,-157.103,2010,354.3626,882.87949164135
"3DY10 34 1 60BON 1","3DY10","HB153",55.92817,-156.88117,2010,438.4802,NA
"3DY10 35 1 60BON 2","3DY10","HD153",55.80733,-156.65334,2010,353.8748,878.24436961267
"3DY10 36 1 60BON 1","3DY10","HF153",55.69633,-156.43716,2010,346.3847,NA
"3DY10 37 1 60BON 1","3DY10","HH153",55.585,-156.21617,2010,348.8691,1496.45530945769
"3DY10 38 1 60BON 1","3DY10","HH155",55.70733,-156.01317,2010,407.6151,NA
"3DY10 39 1 60BON 1","3DY10","HF155",55.82317,-156.23416,2010,351.8242,1039.52653018945
"3DY10 40 1 60BON 1","3DY10","HF157",55.94283,-156.02901,2010,454.6054,NA
"3DY10 41 1 60BON 1","3DY10","HD155",55.93433,-156.45599,2010,430.1272,NA
"3DY10 42 1 60BON 1","3DY10","HD157",56.05217,-156.2525,2010,346.7193,1131.26801280818
"3DY10 43 1 60BON 1","3DY10","HB157",56.16834,-156.47099,2010,438.4729,NA
"3DY10 44 1 60BON 1","3DY10","GZ157",56.28567,-156.69083,2010,347.5805,872.000586401025
"3DY10 45 1 60BON 1","3DY10","GZ155",56.16417,-156.89867,2010,419.4199,NA
"3DY10 46 1 60BON 1","3DY10","GX155",56.27967,-157.12083,2010,342.7946,870.811581305661
"3DY10 47 1 60BON 1","3DY10","GX157",56.398,-156.91451,2010,427.5644,NA
"3DY10 48 1 60BON 1","3DY10","GV155",56.392,-157.3335,2010,444.6962,NA
"3DY10 49 1 60BON 1","3DY10","GT155",56.5055,-157.56284,2010,411.4153,1371.61456721685
"3DY10 50 1 60BON 1","3DY10","GU158",56.66867,-157.20383,2010,427.7206,NA
"3DY10 51 1 60BON 1","3DY10","GV159",56.63533,-156.93449,2010,405.2072,NA
"3DY10 52 1 60BON 1","3DY10","GX159",56.52067,-156.70767,2010,349.8531,947.669869345886
"3DY10 53 1 60BON 1","3DY10","GZ159",56.4065,-156.48784,2010,344.0794,NA
"3DY10 55 1 60BON 1","3DY10","HD159",56.17567,-156.04216,2010,354.2645,NA
"3DY10 57 1 60BON 1","3DY10","HD161",56.29883,-155.84033,2010,451.4469,1285.61564453429
"3DY10 58 1 60BON 1","3DY10","HB161",56.413,-156.05583,2010,339.4265,NA
"3DY10 59 1 60BON 1","3DY10","GZ161",56.52633,-156.27716,2010,345.8578,686.972067043752
"3DY10 60 1 60BON 1","3DY10","GX161",56.64183,-156.49817,2010,345.6002,NA
"3DY10 61 1 60BON 1","3DY10","GV161",56.757,-156.71967,2010,377.9208,1238.11380317719
"3DY10 62 1 60BON 1","3DY10","GV163",56.87983,-156.50766,2010,342.7065,NA
"3DY10 63 1 60BON 1","3DY10","GX163",56.762,-156.2935,2010,350.2889,687.264504306918
"3DY10 64 1 60BON 1","3DY10","GZ163",56.64667,-156.06984,2010,344.31,NA
"3DY10 65 1 60BON 1","3DY10","HB163",56.53,-155.85234,2010,340.9146,679.096442404407
"3DY10 66 1 60BON 1","3DY10","HD163",56.41516,-155.63767,2010,363.2509,NA
"3DY10 67 1 60BON 1","3DY10","HD165",56.5365,-155.43216,2010,346.0265,1296.26861173511
"3DY10 68 1 60BON 1","3DY10","HB165",56.65367,-155.64517,2010,349.7303,NA
"3DY10 69 1 60BON 1","3DY10","GZ165",56.76767,-155.86717,2010,346.8652,702.536210745355
"3DY10 70 1 60BON 1","3DY10","GX165",56.88933,-156.08034,2010,345.0619,NA
"3DY10 71 1 60BON 1","3DY10","GV165",56.9995,-156.2995,2010,360.506,956.437357346941
"3DY10 72 1 60BON 1","3DY10","GV167",57.12117,-156.092,2010,444.1631,NA
"3DY10 73 1 60BON 1","3DY10","GX167",57.00967,-155.87767,2010,333.37,685.918301980196
"3DY10 74 1 60BON 1","3DY10","GZ167",56.89367,-155.66267,2010,350.2965,NA
"3DY10 54 1 60BON 1","3DY10","HB159",56.2935,-156.26633,2010,353.0117,695.62511680257
"3DY10 75 1 60BON 1","3DY10","HB167",56.77833,-155.43367,2010,350.1324,690.328713174112
"3DY10 76 1 60BON 1","3DY10","HD167",56.6595,-155.21834,2010,349.2941,NA
"3DY10 77 1 60BON 1","3DY10","HD169",56.78033,-155.00766,2010,340.4091,1396.26145340514
"3DY10 78 1 60BON 1","3DY10","HB169",56.89517,-155.2245,2010,332.663,NA
"3DY10 79 1 60BON 1","3DY10","GZ169",57.00817,-155.43617,2010,346.5221,678.251887192197
"3DY10 80 1 60BON 1","3DY10","GX169",57.12733,-155.66316,2010,341.9494,NA
"3DY10 81 1 60BON 1","3DY10","GV169",57.23734,-155.87584,2010,332.1564,973.216763091367
"3DY10 82 1 60BON 1","3DY10","GT169",57.35233,-156.08566,2010,396.8455,NA
"3DY10 83 1 60BON 1","3DY10","GT171",57.44883,-155.76401,2010,325.7746,729.821984093037
"3DY10 84 1 60BON 1","3DY10","GV171",57.36234,-155.66733,2010,278.3835,NA
"3DY10 85 1 60BON 1","3DY10","GX171",57.24783,-155.44966,2010,346.9846,664.814212470955
"3DY10 86 1 60BON 1","3DY10","GZ171",57.13017,-155.226,2010,338.3591,NA
"3DY10 87 1 60BON 1","3DY10","HB171",57.01767,-155.02367,2010,334.6488,1026.8647791753
"3DY10 88 1 60BON 1","3DY10","HD171",56.903,-154.80583,2010,340.6446,NA
"3DY10 90 1 60BON 1","3DY10","HB173",57.13733,-154.801,2010,450.3531,NA
"3DY10 91 1 60BON 1","3DY10","GZ173",57.254,-155.02034,2010,335.3889,907.244459605179
"3DY10 92 1 60BON 1","3DY10","GX173",57.36683,-155.22867,2010,334.9611,NA
"3DY10 93 1 60BON 1","3DY10","GV173",57.48017,-155.45284,2010,308.2193,901.888039653809
"3DY10 94 1 60BON 1","3DY10","GT173",57.61183,-155.46283,2010,298.2289,NA
"3DY10 95 1 60BON 1","3DY10","GV175",57.6045,-155.24884,2010,319.0856,NA
"3DY10 96 1 60BON 1","3DY10","GX175",57.48817,-155.02483,2010,340.5558,738.08103617407
"3DY10 97 1 60BON 1","3DY10","GZ175",57.37366,-154.81134,2010,309.3078,NA
"3DY10 104 1 60BON 1","3DY10","GX177",57.61133,-154.80933,2010,381.1213,821.517011697198
"3DY10 105 1 60BON 1","3DY10","GV177",57.72317,-155.02834,2010,356.5467,NA
"3DY10 106 1 60BON 2","3DY10","GV179",57.84217,-154.81734,2010,390.6766,NA
"3DY10 107 1 60BON 1","3DY10","GX179",57.72883,-154.59584,2010,422.1256,840.414830357849
"3DY10 109 1 60BON 1","3DY10","GX181",57.85233,-154.38001,2010,447.717,977.755471551844
"3DY10 110 1 60BON 1","3DY10","GX183",57.97117,-154.16667,2010,361.8614,1488.20938616464
"2DY11 1 2 60BON 1","2DY11","GV147",55.90067,-158.17383,2011,493.7719,NA
"2DY11 2 1 60BON 1","2DY11","GX147",55.79283,-157.946,2011,532.8881,1925.73120751551
"2DY11 3 1 60BON 1","2DY11","GZ147",55.67767,-157.71967,2011,526.0389,NA
"2DY11 4 1 60BON 1","2DY11","HB147",55.56767,-157.48866,2011,525.1953,1665.47274703497
"2DY11 5 1 60BON 1","2DY11","HD147",55.455,-157.26784,2011,532.5555,NA
"2DY11 6 1 60BON 1","2DY11","HF147",55.33533,-157.04601,2011,497.8644,1587.48011679989
"2DY11 7 1 60BON 1","2DY11","HH147",55.21283,-156.82651,2011,338.8824,NA
"2DY11 8 1 60BON 1","2DY11","HH149",55.3395,-156.621,2011,443.4565,1504.58442251215
"2DY11 13 1 60BON 1","2DY11","HH151",55.46417,-156.41516,2011,407.8387,NA
"2DY11 14 1 60BON 1","2DY11","GV151",56.14767,-157.76883,2011,538.6357,NA
"2DY11 15 1 60BON 1","2DY11","GX151",56.0355,-157.53301,2011,530.2241,1138.6645455869
"2DY11 16 1 60BON 1","2DY11","GZ151",55.921,-157.31084,2011,524.0905,NA
"2DY11 17 1 60BON 1","2DY11","HB151",55.80917,-157.0945,2011,526.6068,1057.57863966202
"2DY11 18 1 60BON 1","2DY11","HD151",55.69383,-156.86084,2011,531.0363,NA
"2DY11 19 1 60BON 1","2DY11","HF151",55.57633,-156.64383,2011,491.2594,1139.62587226835
"2DY11 20 1 60BON 1","2DY11","HF153",55.6995,-156.435,2011,461.4322,NA
"2DY11 21 1 60BON 1","2DY11","HF155",55.8195,-156.2355,2011,357.3073,1384.93108403817
"2DY11 22 1 60BON 1","2DY11","HD155",55.93167,-156.42517,2011,418.2581,NA
"2DY11 23 1 60BON 1","2DY11","HD153",55.81683,-156.65367,2011,366.4007,890.625980524352
"2DY11 24 1 60BON 1","2DY11","HB153",55.9305,-156.88867,2011,484.8891,NA
"2DY11 25 1 60BON 1","2DY11","GZ153",56.04583,-157.10367,2011,476.6308,862.522770180399
"2DY11 26 1 60BON 1","2DY11","GX153",56.15833,-157.32666,2011,346.739,NA
"2DY11 27 1 60BON 1","2DY11","GV153",56.27183,-157.55116,2011,354.0691,1486.41076820986
"2DY11 28 1 60BON 1","2DY11","GV155",56.39283,-157.34134,2011,448.8064,NA
"2DY11 29 1 60BON 1","2DY11","GX155",56.27767,-157.12567,2011,426.5558,955.905834963644
"2DY11 30 1 60BON 1","2DY11","GX157",56.399,-156.9165,2011,433.4853,NA
"2DY11 31 1 60BON 1","2DY11","GZ157",56.28183,-156.69284,2011,477.3187,880.361134479081
"2DY11 32 1 60BON 1","2DY11","HB157",56.16567,-156.46817,2011,482.5885,NA
"2DY11 33 1 60BON 1","2DY11","HD157",56.05283,-156.24916,2011,333.5168,1124.85090039698
"2DY11 34 1 60BON 1","2DY11","HF157",55.942,-156.03149,2011,346.1446,NA
"2DY11 36 1 60BON 1","2DY11","HD159",56.17667,-156.04517,2011,347.4234,NA
"2DY11 37 1 60BON 1","2DY11","HB159",56.29083,-156.26416,2011,346.4453,697.546964729582
"2DY11 38 1 60BON 1","2DY11","GZ159",56.40367,-156.48067,2011,350.8894,NA
"2DY11 39 1 60BON 1","2DY11","GX159",56.52033,-156.70934,2011,357.2932,957.185343556854
"2DY11 40 1 60BON 1","2DY11","GV159",56.63367,-156.93933,2011,425.0985,NA
"2DY11 41 1 60BON 1","2DY11","GV161",56.756,-156.72633,2011,348.1086,1249.89875953395
"2DY11 42 1 60BON 1","2DY11","GX161",56.64417,-156.49851,2011,348.4027,NA
"2DY11 43 1 60BON 1","2DY11","GZ161",56.52867,-156.28183,2011,346.8022,695.164114870348
"2DY11 44 1 60BON 1","2DY11","HB161",56.414,-156.05933,2011,346.1563,NA
"2DY11 45 1 60BON 1","2DY11","HD161",56.30033,-155.84367,2011,451.936,1287.73098981816
"2DY11 46 1 60BON 1","2DY11","HD163",56.41767,-155.63684,2011,372.3289,NA
"2DY11 47 1 60BON 1","2DY11","HB163",56.5365,-155.853,2011,342.0967,683.764656931602
"2DY11 48 1 60BON 1","2DY11","GZ163",56.6465,-156.06517,2011,344.2502,NA
"2DY11 49 1 60BON 1","2DY11","GX163",56.76417,-156.28867,2011,349.5919,696.839966529138
"2DY11 50 1 60BON 1","2DY11","GV163",56.8775,-156.51433,2011,349.3207,NA
"2DY11 51 1 60BON 1","2DY11","GV165",56.9975,-156.29384,2011,326.5431,1408.01716698123
"2DY11 52 1 60BON 1","2DY11","GX165",56.884,-156.07584,2011,344.6062,NA
"2DY11 53 1 60BON 1","2DY11","GZ165",56.76767,-155.85367,2011,342.9765,1283.48403368821
"2DY11 54 1 60BON 1","2DY11","HB165",56.65667,-155.64067,2011,337.9796,NA
"2DY11 55 1 60BON 1","2DY11","HD165",56.53967,-155.42799,2011,326.0902,1714.13674952955
"DY13-06 30 2 60BON 1","DY13-06","GV143",55.6637,-158.5868,2013,440.63007,NA
"DY13-06 31 1 60BON 1","DY13-06","GX143",55.5545,-158.3562,2013,358.06565,1421.38377574776
"DY13-06 32 2 60BON 1","DY13-06","GZ143",55.4347,-158.1285,2013,362.29334,NA
"DY13-06 33 1 60BON 1","DY13-06","HB143",55.3217,-157.8985,2013,351.80353,1417.99528634674
"DY13-06 34 2 60BON 1","DY13-06","HD143",55.2068,-157.6848,2013,364.30515,NA
"DY13-06 37 1 60BON 1","DY13-06","HH145",55.099,-157.0313,2013,445.87058,1748.81833632406
"DY13-06 38 1 60BON 1","DY13-06","HF145",55.2138,-157.2503,2013,355.62856,NA
"DY13-06 39 1 60BON 1","DY13-06","HD145",55.3292,-157.4685,2013,363.11481,989.9767409341
"DY13-06 40 1 60BON 1","DY13-06","HB145",55.4438,-157.6942,2013,357.62403,NA
"DY13-06 41 1 60BON 1","DY13-06","GZ145",55.5562,-157.918,2013,363.93835,716.970390736828
"DY13-06 42 1 60BON 1","DY13-06","GX145",55.6733,-158.1467,2013,351.90509,NA
"DY13-06 43 1 60BON 1","DY13-06","GV145",55.7873,-158.3687,2013,364.65149,1362.20933381357
"DY13-06 45 1 60BON 1","DY13-06","GV147",55.9112,-158.1695,2013,472.35267,NA
"DY13-06 46 1 60BON 1","DY13-06","GX147",55.7917,-157.95,2013,352.60294,713.481035597438
"DY13-06 47 1 60BON 1","DY13-06","GZ147",55.6843,-157.717,2013,355.85813,NA
"DY13-06 48 1 60BON 1","DY13-06","HB147",55.567,-157.4902,2013,353.719,706.63902329548
"DY13-06 49 1 60BON 1","DY13-06","HD147",55.4568,-157.2735,2013,350.32931,NA
"DY13-06 50 1 60BON 1","DY13-06","HF147",55.3408,-157.0508,2013,357.04825,714.51417724156
"DY13-06 51 1 60BON 1","DY13-06","HH147",55.2232,-156.8332,2013,361.82247,NA
"DY13-06 56 1 60BON 1","DY13-06","HH149",55.3448,-156.6182,2013,357.16106,1329.16419714307
"DY13-06 57 1 60BON 1","DY13-06","HF149",55.4578,-156.8445,2013,355.15846,NA
"DY13-06 58 1 60BON 1","DY13-06","HD149",55.5743,-157.0655,2013,356.20927,701.791932994275
"DY13-06 59 1 60BON 1","DY13-06","HB149",55.6915,-157.2912,2013,349.22646,NA
"DY13-06 60 1 60BON 1","DY13-06","GZ149",55.8003,-157.513,2013,348.49092,705.244019286961
"DY13-06 61 1 60BON 1","DY13-06","GX149",55.915,-157.7397,2013,360.97987,NA
"DY13-06 62 1 60BON 1","DY13-06","GV149",56.0332,-157.9617,2013,375.29245,1278.1072578534
"DY13-06 63 1 60BON 1","DY13-06","GV151",56.1522,-157.7613,2013,346.12092,NA
"DY13-06 64 1 60BON 1","DY13-06","GX151",56.0375,-157.5318,2013,353.27837,707.416476447476
"DY13-06 65 1 60BON 1","DY13-06","GZ151",55.9265,-157.3102,2013,351.30926,NA
"DY13-06 66 1 60BON 1","DY13-06","HB151",55.8123,-157.093,2013,347.67751,709.234367483012
"DY13-06 67 1 60BON 1","DY13-06","HD151",55.6983,-156.8668,2013,351.81036,NA
"DY13-06 68 1 60BON 1","DY13-06","HF151",55.5828,-156.6438,2013,368.17966,697.559940936812
"DY13-06 69 1 60BON 1","DY13-06","HH151",55.466,-156.4162,2013,355.89645,NA
"DY13-06 71 1 60BON 1","DY13-06","HJ153",55.47,-156.004,2013,378.70603,NA
"DY13-06 72 1 60BON 1","DY13-06","HH153",55.5915,-156.2178,2013,355.43964,955.671167365745
"DY13-06 73 1 60BON 1","DY13-06","HF153",55.713,-156.4345,2013,345.37239,NA
"DY13-06 74 1 60BON 1","DY13-06","HD153",55.8128,-156.6567,2013,341.34669,881.33370177289
"DY13-06 75 1 60BON 1","DY13-06","HB153",55.9293,-156.881,2013,429.81943,NA
"DY13-06 76 1 60BON 1","DY13-06","GZ153",56.0482,-157.0992,2013,345.93911,866.981839926529
"DY13-06 77 1 60BON 1","DY13-06","GX153",56.1587,-157.3248,2013,348.40889,NA
"DY13-06 78 1 60BON 1","DY13-06","GV153",56.2723,-157.5498,2013,348.87365,1387.70510707079
"DY13-06 79 1 60BON 1","DY13-06","GV155",56.3952,-157.3452,2013,452.05175,NA
"DY13-06 80 1 60BON 1","DY13-06","GX155",56.2793,-157.1193,2013,345.50052,952.102946289425
"DY13-06 81 1 60BON 1","DY13-06","GZ155",56.1652,-156.9027,2013,407.71271,NA
"DY13-06 82 1 60BON 1","DY13-06","HD155",55.938,-156.459,2013,433.04572,NA
"DY13-06 83 1 60BON 1","DY13-06","HF155",55.8243,-156.2305,2013,336.01274,655.608700151546
"DY13-06 84 1 60BON 1","DY13-06","HH155",55.708,-156.0122,2013,338.79047,NA
"DY13-06 85 1 60BON 1","DY13-06","HJ155",55.5908,-155.7963,2013,346.75413,1530.97930469836
"DY13-06 87 1 60BON 1","DY13-06","HH157",55.8343,-155.846,2013,340.28244,1322.2704589276
"DY13-06 88 1 60BON 1","DY13-06","HF157",55.9408,-156.0385,2013,453.66338,NA
"DY13-06 89 1 60BON 1","DY13-06","HD157",56.0543,-156.2467,2013,346.74006,1023.99771269097
"DY13-06 90 1 60BON 1","DY13-06","HB157",56.1703,-156.4757,2013,437.44053,NA
"DY13-06 91 1 60BON 1","DY13-06","GZ157",56.2845,-156.6937,2013,345.54661,870.366439026638
"DY13-06 92 1 60BON 1","DY13-06","GX157",56.3983,-156.9145,2013,433.1243,NA
"DY13-06 93 1 60BON 1","DY13-06","GV159",56.6362,-156.9275,2013,424.65833,NA
"DY13-06 94 1 60BON 1","DY13-06","GX159",56.5223,-156.7085,2013,347.31157,953.081095491629
"DY13-06 95 1 60BON 1","DY13-06","GZ159",56.4073,-156.4883,2013,346.91936,NA
"DY13-06 96 1 60BON 1","DY13-06","HB159",56.2933,-156.2682,2013,347.74714,698.329417862743
"DY13-06 97 1 60BON 1","DY13-06","HD159",56.18,-156.0492,2013,489.91113,NA
"DY13-06 98 1 60BON 1","DY13-06","HD161",56.3012,-155.8382,2013,369.68442,1279.91610524821
"DY13-06 99 1 60BON 1","DY13-06","HB161",56.4138,-156.0585,2013,344.18892,NA
"DY13-06 100 1 60BON 1","DY13-06","GZ161",56.5272,-156.2788,2013,341.76052,692.337059372226
"DY13-06 101 1 60BON 1","DY13-06","GX161",56.6407,-156.4942,2013,346.30016,NA
"DY13-06 102 1 60BON 1","DY13-06","GV161",56.7558,-156.7242,2013,345.18167,1240.55750491502
"DY13-06 103 1 60BON 1","DY13-06","GV163",56.8768,-156.5098,2013,346.41966,NA
"DY13-06 104 1 60BON 1","DY13-06","GX163",56.7627,-156.29,2013,345.91391,694.261459138941
"DY13-06 105 1 60BON 1","DY13-06","GZ163",56.6472,-156.0698,2013,345.72295,NA
"DY13-06 106 1 60BON 1","DY13-06","HB163",56.5323,-155.848,2013,346.15726,685.881942306623
"DY13-06 107 1 60BON 1","DY13-06","HD163",56.4185,-155.6287,2013,340.31188,NA
"DY13-06 108 1 60BON 1","DY13-06","HD165",56.5387,-155.4178,2013,342.55916,1303.83101713409
"DY13-06 109 1 60BON 1","DY13-06","HB165",56.6537,-155.6373,2013,344.46823,NA
"DY13-06 110 1 60BON 1","DY13-06","GZ165",56.766,-155.8582,2013,346.98912,690.881537727659
"DY13-06 111 1 60BON 1","DY13-06","GX165",56.8848,-156.0772,2013,346.6158,NA
"DY13-06 112 1 60BON 1","DY13-06","GV165",56.9978,-156.2993,2013,341.13772,964.287428029699
"DY13-06 113 1 60BON 1","DY13-06","GV167",57.1173,-156.0893,2013,341.05627,NA
"DY13-06 114 1 60BON 1","DY13-06","GX167",57.0055,-155.8707,2013,337.89565,685.666087444357
"DY13-06 115 1 60BON 1","DY13-06","GZ167",56.8913,-155.6527,2013,344.22302,NA
"DY13-06 116 1 60BON 1","DY13-06","HB167",56.7762,-155.433,2013,342.85389,688.654483651804
"DY13-06 117 1 60BON 1","DY13-06","HD167",56.6617,-155.2133,2013,342.96043,NA
"DY13-06 118 1 60BON 1","DY13-06","HD169",56.7815,-155.0027,2013,390.30065,1387.23311165975
"DY13-06 119 1 60BON 1","DY13-06","HB169",56.8955,-155.2227,2013,343.68129,NA
"DY13-06 120 1 60BON 1","DY13-06","GZ169",57.0112,-155.4415,2013,344.59604,682.668972396538
"DY13-06 121 1 60BON 1","DY13-06","GX169",57.1258,-155.659,2013,337.64526,NA
"DY13-06 122 1 60BON 1","DY13-06","GV169",57.2382,-155.8757,2013,348.31593,1263.66624946468
"DY13-06 123 1 60BON 1","DY13-06","GV171",57.3632,-155.6655,2013,343.73475,NA
"DY13-06 124 1 60BON 1","DY13-06","GX171",57.2463,-155.4493,2013,339.81168,677.704308297305
"DY13-06 125 1 60BON 1","DY13-06","GZ171",57.1343,-155.2283,2013,342.98789,NA
"DY13-06 126 1 60BON 1","DY13-06","HB171",57.0177,-155.0125,2013,453.91648,1047.17572326452
"DY13-06 127 1 60BON 1","DY13-06","HB173",57.1392,-154.8003,2013,368.02701,NA
"DY13-06 128 1 60BON 1","DY13-06","GZ173",57.2552,-155.0177,2013,437.4485,899.248037368439
"DY13-06 129 1 60BON 1","DY13-06","GX173",57.3668,-155.236,2013,336.11286,NA
"DY13-06 130 1 60BON 1","DY13-06","GV173",57.4807,-155.45,2013,345.12267,1253.68451359453
"DY13-06 131 1 60BON 1","DY13-06","GV175",57.6037,-155.2395,2013,320.19249,NA
"DY13-06 132 1 60BON 1","DY13-06","GX175",57.4872,-155.0215,2013,386.97634,1355.07817119946
"DY13-06 139 1 60BON 1","DY13-06","GX181",57.853,-154.3833,2013,306.94022,1638.20330489585
"DY13-06 140 1 60BON 1","DY13-06","GX183",57.9713,-154.159,2013,338.32718,1500.54241544447
"DY15-05 28 1 60BON 1","DY15-05","HF143",55.0952,-157.4545,2015,376.32673,1422.82765507538
"DY15-05 29 2 60BON 1","DY15-05","HD143",55.212,-157.6825,2015,367.62287,NA
"DY15-05 30 1 60BON 1","DY15-05","HB143",55.3273,-157.9022,2015,348.87121,1318.68566838221
"DY15-05 31 2 60BON 1","DY15-05","GZ143",55.4413,-158.1218,2015,349.04577,NA
"DY15-05 32 1 60BON 1","DY15-05","GX143",55.5542,-158.351,2015,352.06416,1395.95083547158
"DY15-05 33 2 60BON 1","DY15-05","GV143",55.6677,-158.5678,2015,434.65403,NA
"DY15-05 35 1 60BON 1","DY15-05","GV145",55.7873,-158.3793,2015,351.12507,1386.04089785604
"DY15-05 36 1 60BON 1","DY15-05","GX145",55.6768,-158.1535,2015,353.92351,NA
"DY15-05 37 1 60BON 1","DY15-05","GZ145",55.56,-157.927,2015,353.73683,708.417407954714
"DY15-05 38 1 60BON 1","DY15-05","HB145",55.4493,-157.7042,2015,352.30363,NA
"DY15-05 39 1 60BON 1","DY15-05","HD145",55.3342,-157.4792,2015,364.22653,709.119673044027
"DY15-05 40 1 60BON 1","DY15-05","HF145",55.2128,-157.2507,2015,361.69622,NA
"DY15-05 41 1 60BON 1","DY15-05","HH145",55.0997,-157.024,2015,467.58092,1417.75550561764
"DY15-05 43 1 60BON 1","DY15-05","HH147",55.2247,-156.8283,2015,355.80855,NA
"DY15-05 44 1 60BON 1","DY15-05","HF147",55.3377,-157.0537,2015,355.82186,708.743879691123
"DY15-05 45 1 60BON 1","DY15-05","HD147",55.4542,-157.2743,2015,347.74697,NA
"DY15-05 46 1 60BON 1","DY15-05","HB147",55.5677,-157.4938,2015,352.51637,705.849661732144
"DY15-05 47 1 60BON 1","DY15-05","GZ147",55.684,-157.7155,2015,358.61877,NA
"DY15-05 48 1 60BON 1","DY15-05","GX147",55.797,-157.9448,2015,352.45941,710.761349802955
"DY15-05 49 1 60BON 1","DY15-05","GV147",55.9098,-158.1697,2015,471.34091,NA
"DY15-05 50 1 60BON 1","DY15-05","GV149",56.0305,-157.966,2015,374.88106,1269.98323540319
